yacht_id,office,arrival_port,arrival_date,departure_date,service_type,invoice_comments,supplier,cost_no_vat,final_charge,year,month,stay_days,margin,service_category,flag
yacht_11,Bergen Office,Bergen,2024-10-13 00:00:00,2024-10-20 00:00:00,Transfer Service,Transfer - Embarking + Disembarking Crew,Unidentified Supplier,568.83,826.26,2024,10,7.0,257.42999999999995,Hospitality,
yacht_11,Bergen Office,Bergen,2024-10-13 00:00:00,2024-10-20 00:00:00,Purchasing Assistance,Purchase Assistance - 6mm O.D x 4mm I.D Metric Nylon PA12 Tube Black Flexible Tubing,Unidentified Supplier,0.0,15.11,2024,10,7.0,15.11,Agency Services,
yacht_11,Bergen Office,Bergen,2024-10-13 00:00:00,2024-10-21 00:00:00,Custom Clearance,Custom Clearance - DSNM LTD delivery,Unidentified Supplier,71.44,104.26,2024,10,8.0,32.82000000000001,Agency Services,
yacht_11,Bergen Office,Bergen,2024-10-14 00:00:00,2024-10-21 00:00:00,Agency Fees,Agency Fee 6 days,,0.0,2350.21,2024,10,7.0,2350.21,Agency Fee,
yacht_11,Bergen Office,Bergen,2024-10-15 00:00:00,2024-10-22 00:00:00,Custom Clearance,Custom Clearance - Crew á La Mode,Unidentified Supplier,31.46,117.68,2024,10,7.0,86.22,Agency Services,
yacht_11,Bergen Office,Bergen,2024-10-15 00:00:00,2024-10-24 00:00:00,Port Dues,Port Dues - After You - Bergen - 2 days,Unidentified Supplier,1026.94,1400.02,2024,10,9.0,373.0799999999999,Port Marina,
yacht_11,Bergen Office,Bergen,2024-10-16 00:00:00,2024-10-24 00:00:00,Florist Services,Flower Arrangements,Unidentified Supplier,839.27,1387.18,2024,10,8.0,547.9100000000001,Provisioning,
yacht_11,Bergen Office,Bergen,2024-10-17 00:00:00,2024-10-25 00:00:00,Storage & Transport,Storage & Delivery of Shipment - 70969940000132851,Unidentified Supplier,104.5,148.15,2024,10,8.0,43.650000000000006,Agency Services,
yacht_11,Bergen Office,Bergen,2024-10-17 00:00:00,2024-10-26 00:00:00,Provisioning,Provisions - Extra Order,Unidentified Supplier,925.0,1182.39,2024,10,9.0,257.3900000000001,Provisioning,
yacht_11,Bergen Office,Bergen,2024-10-18 00:00:00,2024-10-25 00:00:00,Provisioning,Provisions - Guest Order,Unidentified Supplier,1264.88,1351.26,2024,10,7.0,86.37999999999988,Provisioning,
yacht_11,Bergen Office,Bergen,2024-10-18 00:00:00,2024-10-26 00:00:00,Port Dues,Port Dues - After You - Bergen - 6 days 76,Unidentified Supplier,4070.92,4809.39,2024,10,8.0,738.4700000000003,Port Marina,
yacht_11,Bergen Office,Bergen,2024-10-19 00:00:00,2024-10-28 00:00:00,Agency Fees,Agency Fee 2 days,,0.0,622.39,2024,10,9.0,622.39,Agency Fee,
yacht_2,Bergen Office,Tromsø,2021-04-03 00:00:00,2021-05-03 00:00:00,Storage Arrangements,Storage Nessie - January,Unidentified Supplier,11450.48,18897.01,2021,4,30.0,7446.529999999999,Agency Services,
yacht_2,Bergen Office,Tromsø,2021-05-02 00:00:00,2021-06-01 00:00:00,Mechanical Services,Technicians - Stavanger,Unidentified Supplier,15654.08,22087.54,2021,5,30.0,6433.460000000001,Technical Services,
yacht_2,Bergen Office,Tromsø,2021-05-03 00:00:00,2021-06-01 00:00:00,Fuel - Diesel,Fuel - MA 01 - Svolvaer,Unidentified Supplier,9378.86,11676.89,2021,5,29.0,2298.029999999999,Bunkering,
yacht_2,Bergen Office,Tromsø,2021-06-01 00:00:00,2021-06-29 00:00:00,Courier,Express Delivery from Tromso to Svolvaer,Unidentified Supplier,20052.62,20702.18,2021,6,28.0,649.5600000000013,Agency Services,
yacht_2,Bergen Office,Svolvær,2021-06-01 00:00:00,2021-06-30 00:00:00,Purchasing Assistance,Purchase of T-jett Teak Wonder Wood,Unidentified Supplier,3178.86,4496.03,2021,6,29.0,1317.1699999999996,Agency Services,
yacht_2,Bergen Office,Tromsø,2021-06-01 00:00:00,2021-07-01 00:00:00,Fuel - Diesel,Fuel - MA112 - Svolvaer,Unidentified Supplier,11995.84,19621.84,2021,6,30.0,7626.0,Bunkering,
yacht_2,Bergen Office,Svolvær,2021-06-01 00:00:00,2021-07-02 00:00:00,Technical Assistance,Technical Assistance - Svolvaer - Shipselektro,Unidentified Supplier,66052.77,86075.82,2021,6,31.0,20023.050000000003,Technical Services,
yacht_2,Bergen Office,Svolvær,2021-06-01 00:00:00,2021-07-02 00:00:00,Technical Assistance,Technical Assistance - Svolvaer - Shipselektro,Unidentified Supplier,64035.89,78656.85,2021,6,31.0,14620.960000000006,Technical Services,
yacht_2,Bergen Office,Svolvær,2021-06-03 00:00:00,2021-07-03 00:00:00,Purchasing Assistance,Purchase of Foam Panels,Unidentified Supplier,10594.07,13917.99,2021,6,30.0,3323.92,Agency Services,
yacht_2,Bergen Office,Svolvær,2021-06-04 00:00:00,2021-07-04 00:00:00,Technical Assistance,Technical Assistance - Svolvaer - Shipselektro,Unidentified Supplier,53312.91,88866.21,2021,6,30.0,35553.3,Technical Services,
yacht_2,Bergen Office,Svolvær,2021-06-04 00:00:00,2021-07-04 00:00:00,Custom Clearance,Custom Clearance - 882675786744,Unidentified Supplier,701.24,888.24,2021,6,30.0,187.0,Agency Services,
yacht_2,Bergen Office,Svolvær,2021-07-01 00:00:00,2021-07-30 00:00:00,Purchasing Assistance,Purchase Assistance - Ovens,Unidentified Supplier,6777.64,9621.48,2021,7,29.0,2843.8399999999992,Agency Services,
yacht_2,Bergen Office,Tromsø,2021-07-01 00:00:00,2021-07-30 00:00:00,Custom Clearance,Custom Clearance - 70705920000995094 Benoil Dour,Unidentified Supplier,304.4,459.85,2021,7,29.0,155.45000000000005,Agency Services,
yacht_2,Bergen Office,Tromsø,2021-07-01 00:00:00,2021-07-30 00:00:00,Custom Clearance,Custom Clearance - 70705920000995094 Benoil Dour - Piece Modelisme,Unidentified Supplier,974.93,1248.18,2021,7,29.0,273.2500000000001,Agency Services,
yacht_2,Bergen Office,Tromsø,2021-07-01 00:00:00,2021-07-30 00:00:00,Port Dues,Port Dues - Stavanger,Unidentified Supplier,1518.06,1808.49,2021,7,29.0,290.43000000000006,Port Marina,
yacht_2,Bergen Office,Svolvær,2021-07-01 00:00:00,2021-07-30 00:00:00,Guide Services,Guide 8th of July - Reinebringen + Bjevelporten,Unidentified Supplier,9781.82,10955.06,2021,7,29.0,1173.2399999999998,Hospitality,
yacht_2,Bergen Office,Svolvær,2021-07-01 00:00:00,2021-07-30 00:00:00,Guide Services,Fishing - Nusfjord 07.07.2025,Unidentified Supplier,14331.95,19119.44,2021,7,29.0,4787.489999999998,Hospitality,
yacht_2,Bergen Office,Svolvær,2021-07-01 00:00:00,2021-07-31 00:00:00,Custom Clearance,Custom Clearance - 7070592000991287 Super Yacht Spares - TAPE,Unidentified Supplier,796.26,1512.22,2021,7,30.0,715.96,Agency Services,
yacht_2,Bergen Office,Svolvær,2021-07-01 00:00:00,2021-07-31 00:00:00,Custom Clearance,Custom Clearance - 882675786744,Unidentified Supplier,564.81,921.3,2021,7,30.0,356.49,Agency Services,
yacht_2,Bergen Office,Svolvær,2021-07-01 00:00:00,2021-08-01 00:00:00,Technical Assistance,Technical Assistance - Svolvaer - Shipselektro,Unidentified Supplier,62061.61,72389.07,2021,7,31.0,10327.460000000006,Technical Services,
yacht_2,Bergen Office,Svolvær,2021-07-03 00:00:00,2021-08-02 00:00:00,Custom Clearance,Custom Clearance - 7070592000994295 Super Yacht Spares,Unidentified Supplier,1018.46,1344.42,2021,7,30.0,325.96000000000004,Agency Services,
yacht_2,Bergen Office,Svolvær,2021-07-04 00:00:00,2021-08-02 00:00:00,Custom Clearance,Custom Clearance - 882675786744,Unidentified Supplier,572.43,818.67,2021,7,29.0,246.24,Agency Services,
yacht_2,Bergen Office,Tromsø,2021-07-04 00:00:00,2021-08-03 00:00:00,Custom Clearance,Custom Clearance - 70705920000995094 Benoil Dour - Piece Modelisme,Unidentified Supplier,863.28,1177.9,2021,7,30.0,314.6200000000001,Agency Services,
yacht_2,Bergen Office,Tromsø,2021-08-01 00:00:00,2021-08-29 00:00:00,Storage & Transport,Loading Service 1 hrs - Skattöra Marina,Unidentified Supplier,1480.43,1579.87,2021,8,28.0,99.43999999999983,Agency Services,
yacht_2,Bergen Office,Tromsø,2021-08-01 00:00:00,2021-08-29 00:00:00,Storage Arrangements,Storage 4110 - Tromso - Second Space,Unidentified Supplier,7910.48,8989.6,2021,8,28.0,1079.1200000000008,Agency Services,
yacht_2,Bergen Office,Tromsø,2021-08-01 00:00:00,2021-08-29 00:00:00,Storage Arrangements,Storage of Nessie - October,Unidentified Supplier,13897.42,15046.77,2021,8,28.0,1149.3500000000004,Agency Services,
yacht_2,Bergen Office,Tromsø,2021-08-01 00:00:00,2021-08-30 00:00:00,Garbage Disposal,Garbage Disposal - Leknes,Unidentified Supplier,3103.93,3097.94,2021,8,29.0,-5.989999999999782,Port Marina,
yacht_2,Bergen Office,Tromsø,2021-08-01 00:00:00,2021-08-30 00:00:00,Custom Clearance,Custom Clearance - 70705920000995094 Benoil Dour,Unidentified Supplier,384.92,431.08,2021,8,29.0,46.15999999999997,Agency Services,
yacht_2,Bergen Office,Svolvær,2021-08-01 00:00:00,2021-08-30 00:00:00,Custom Clearance,Custom Clearance - 70705920000991829 Super Yacht Spares - Gorinchem,Unidentified Supplier,2689.59,3650.15,2021,8,29.0,960.56,Agency Services,
yacht_2,Bergen Office,Tromsø,2021-08-01 00:00:00,2021-08-30 00:00:00,Guide Services,Fishing - Nusfjord - 03.08.2025 and 13.08.2025,Unidentified Supplier,29811.58,31608.72,2021,8,29.0,1797.1399999999994,Hospitality,
yacht_2,Bergen Office,Svolvær,2021-08-01 00:00:00,2021-08-31 00:00:00,Port Dues,Port Dues Svolvaer,Unidentified Supplier,9602.62,12271.73,2021,8,30.0,2669.1099999999988,Port Marina,
yacht_2,Bergen Office,Svolvær,2021-08-01 00:00:00,2021-08-31 00:00:00,Custom Clearance,Custom Clearance - 882675786744,Unidentified Supplier,572.75,913.29,2021,8,30.0,340.53999999999996,Agency Services,
yacht_2,Bergen Office,Tromsø,2021-08-01 00:00:00,2021-08-31 00:00:00,Provisioning,Provisions in Leknes,Unidentified Supplier,28960.39,37375.26,2021,8,30.0,8414.870000000003,Provisioning,
yacht_2,Bergen Office,Tromsø,2021-08-01 00:00:00,2021-08-31 00:00:00,Car Rental,Rental Car - Tromso,Unidentified Supplier,10846.83,12564.25,2021,8,30.0,1717.42,Hospitality,
yacht_2,Bergen Office,Svolvær,2021-08-01 00:00:00,2021-08-31 00:00:00,Custom Clearance,Custom Clearance - 882675786744,Unidentified Supplier,650.78,964.35,2021,8,30.0,313.57000000000005,Agency Services,
yacht_2,Bergen Office,Svolvær,2021-08-01 00:00:00,2021-09-01 00:00:00,Technical Assistance,Technical Assistance - Svolvaer - Shipselektro,Unidentified Supplier,56151.33,76621.54,2021,8,31.0,20470.209999999992,Technical Services,
yacht_2,Bergen Office,Tromsø,2021-08-01 00:00:00,2021-09-01 00:00:00,Custom Clearance,Custom Clearance - 70705920000995094 Benoil Dour - Piece Modelisme,Unidentified Supplier,905.1,1365.28,2021,8,31.0,460.17999999999995,Agency Services,
yacht_2,Bergen Office,Tromsø,2021-08-01 00:00:00,2021-09-01 00:00:00,Purchasing Assistance,Purchase of Absorption Mats,Unidentified Supplier,649.04,893.99,2021,8,31.0,244.95000000000005,Agency Services,
yacht_2,Bergen Office,Tromsø,2021-08-01 00:00:00,2021-09-01 00:00:00,Guide Services,"Guide Service - 4th, 6th, 10th, 12th and 14th of August Reinebringen, Djevelporten, Skrovafjellet, Djelvelporten, Reinebringen, Offersoykammen",Unidentified Supplier,76037.76,77744.48,2021,8,31.0,1706.7200000000012,Hospitality,
yacht_2,Bergen Office,Svolvær,2021-08-02 00:00:00,2021-08-31 00:00:00,Transfer Service,Transfers - July,Unidentified Supplier,3277.14,4431.56,2021,8,29.0,1154.4200000000005,Hospitality,
yacht_2,Bergen Office,Svolvær,2021-08-02 00:00:00,2021-08-31 00:00:00,Port Dues,Port Dues - Svolvaer Thon Hotel - All Dates for all Cats,Unidentified Supplier,24428.99,29935.49,2021,8,29.0,5506.5,Port Marina,
yacht_2,Bergen Office,Tromsø,2021-08-02 00:00:00,2021-09-02 00:00:00,Custom Clearance,Custom Clearance - 70705920000995094 Benoil Dour - Piece Modelisme,Unidentified Supplier,859.18,1289.8,2021,8,31.0,430.62,Agency Services,
yacht_2,Bergen Office,Svolvær,2021-08-02 00:00:00,2021-09-02 00:00:00,Custom Clearance,Custom Clearance - 882675786744,Unidentified Supplier,584.79,927.22,2021,8,31.0,342.43000000000006,Agency Services,
yacht_2,Bergen Office,Svolvær,2021-08-02 00:00:00,2021-09-02 00:00:00,Custom Clearance,Custom Clearance - 882675786744,Unidentified Supplier,659.99,899.51,2021,8,31.0,239.51999999999998,Agency Services,
yacht_2,Bergen Office,Tromsø,2021-08-03 00:00:00,2021-09-01 00:00:00,Marina Water Fees,Waste Container - Gravdal Marina,Unidentified Supplier,4251.96,5300.1,2021,8,29.0,1048.1400000000003,Port Marina,
yacht_2,Bergen Office,Tromsø,2021-08-03 00:00:00,2021-09-02 00:00:00,Custom Clearance,Custom Clearance - 70705920000995094 Benoil Dour,Unidentified Supplier,375.52,410.39,2021,8,30.0,34.870000000000005,Agency Services,
yacht_2,Bergen Office,Tromsø,2021-08-04 00:00:00,2021-09-02 00:00:00,Custom Clearance,Custom Clearance - 70705920000995094 Benoil Dour,Unidentified Supplier,346.18,491.15,2021,8,29.0,144.96999999999997,Agency Services,
yacht_2,Bergen Office,Svolvær,2021-08-04 00:00:00,2021-09-03 00:00:00,Guide Services,Fishing Trip - Lofoten,Unidentified Supplier,4936.68,7930.41,2021,8,30.0,2993.7299999999996,Hospitality,
yacht_2,Bergen Office,Tromsø,2021-08-04 00:00:00,2021-09-03 00:00:00,Marina Water Fees,Waste Handling - Outside of Tromso,Unidentified Supplier,18120.42,25982.36,2021,8,30.0,7861.940000000002,Port Marina,
yacht_2,Bergen Office,Svolvær,2021-08-04 00:00:00,2021-09-04 00:00:00,Purchasing Assistance,Purchase of T-jett Teak Wonder Wood,Unidentified Supplier,2855.34,4697.05,2021,8,31.0,1841.71,Agency Services,
yacht_2,Bergen Office,Tromsø,2021-09-01 00:00:00,2021-09-29 00:00:00,Storage & Transport,Try Haul Out in Tromso,Unidentified Supplier,85282.45,107875.51,2021,9,28.0,22593.059999999998,Agency Services,
yacht_2,Bergen Office,Tromsø,2021-09-01 00:00:00,2021-09-30 00:00:00,Port Dues,Port Dues - Tromso,Unidentified Supplier,3289.38,3722.82,2021,9,29.0,433.44000000000005,Port Marina,
yacht_2,Bergen Office,Tromsø,2021-09-01 00:00:00,2021-10-02 00:00:00,Custom Clearance,Custom Clearance - 70705920000995094 Benoil Dour - Piece Modelisme,Unidentified Supplier,1028.16,1197.21,2021,9,31.0,169.04999999999995,Agency Services,
yacht_2,Bergen Office,Tromsø,2021-09-01 00:00:00,2021-10-02 00:00:00,Carpenter Service,Technician for SDE24ASHE230,Unidentified Supplier,1614.92,2326.6,2021,9,31.0,711.6799999999998,Technical Services,
yacht_2,Bergen Office,Tromsø,2021-09-03 00:00:00,2021-10-01 00:00:00,Port Dues,Port Dues - Tromso,Unidentified Supplier,3081.56,3285.17,2021,9,28.0,203.61000000000013,Port Marina,
yacht_2,Bergen Office,Tromsø,2021-09-03 00:00:00,2021-10-03 00:00:00,Port Dues,Port Dues - Tromso,Unidentified Supplier,3238.98,4270.33,2021,9,30.0,1031.35,Port Marina,
yacht_2,Bergen Office,Tromsø,2021-09-04 00:00:00,2021-10-04 00:00:00,Courier,Transfer of Packages from Tromsö to Lofoten - Express,Unidentified Supplier,26411.06,32260.46,2021,9,30.0,5849.399999999998,Agency Services,
yacht_2,Bergen Office,Tromsø,2021-10-01 00:00:00,2021-10-30 00:00:00,Port Dues,Port Dues - Tromsö,Unidentified Supplier,3912.46,4050.32,2021,10,29.0,137.86000000000013,Port Marina,
yacht_2,Bergen Office,Tromsø,2021-10-01 00:00:00,2021-10-31 00:00:00,Purchasing Assistance,Ferry Tickets - Skervoy - Tromso,Unidentified Supplier,2472.35,3255.61,2021,10,30.0,783.2600000000002,Agency Services,
yacht_2,Bergen Office,Tromsø,2021-10-02 00:00:00,2021-10-31 00:00:00,Courier,"Handling of Shipments, Delivery and Custom Clearances in Tromso. Shipment - Beneteau Rudder GRP, Construction Navale Bordea - Rope Wire, National Marine Suppliers - High Pressure Motor & Super Yacht Spaares - Fender Covers",Unidentified Supplier,23314.55,28172.35,2021,10,29.0,4857.799999999999,Agency Services,
yacht_2,Bergen Office,Tromsø,2021-10-02 00:00:00,2021-10-31 00:00:00,Guide Services,Guide for Salmon Museum Akvakultur in Vesterålen 11-07-2025 and 07-08-2025,Unidentified Supplier,2092.97,2861.56,2021,10,29.0,768.5900000000001,Hospitality,
yacht_2,Bergen Office,Tromsø,2021-10-03 00:00:00,2021-11-01 00:00:00,Storage Arrangements,Storage cost for Nessie - November,Unidentified Supplier,11387.64,16092.3,2021,10,29.0,4704.66,Agency Services,
yacht_2,Bergen Office,Tromsø,2021-10-04 00:00:00,2021-11-02 00:00:00,Purchasing Assistance,Ferry Tickets - Skervoy - Tromso,Unidentified Supplier,1065.51,1518.05,2021,10,29.0,452.53999999999996,Agency Services,
yacht_2,Bergen Office,Tromsø,2021-10-04 00:00:00,2021-11-02 00:00:00,Storage Arrangements,Storage Costs - 3 Catamarans - October,Unidentified Supplier,89146.89,101118.8,2021,10,29.0,11971.910000000003,Agency Services,
yacht_2,Bergen Office,Tromsø,2022-04-01 00:00:00,2022-04-30 00:00:00,Storage & Transport,Storage Catamarans - February,Unidentified Supplier,59119.13,73873.09,2022,4,29.0,14753.96,Agency Services,
yacht_2,Bergen Office,Tromsø,2022-04-02 00:00:00,2022-05-02 00:00:00,Storage Arrangements,Storage Nessie - January,Unidentified Supplier,10535.6,13649.77,2022,4,30.0,3114.17,Agency Services,
yacht_2,Bergen Office,Tromsø,2022-05-01 00:00:00,2022-05-31 00:00:00,Mechanical Services,Technicians - Stavanger,Unidentified Supplier,16384.47,17361.35,2022,5,30.0,976.8799999999974,Technical Services,
yacht_2,Bergen Office,Svolvær,2022-06-01 00:00:00,2022-07-02 00:00:00,Custom Clearance,Custom Clearance - 70705920000991829 Super Yacht Spares - Gorinchem,Unidentified Supplier,2356.8,2858.47,2022,6,31.0,501.6699999999996,Agency Services,
yacht_2,Bergen Office,Svolvær,2022-06-02 00:00:00,2022-07-01 00:00:00,Laundry/Dry Cleaning,Dry Cleaning - Furoria,Unidentified Supplier,11511.79,14528.55,2022,6,29.0,3016.7599999999984,Hospitality,
yacht_2,Bergen Office,Svolvær,2022-06-03 00:00:00,2022-07-04 00:00:00,Purchasing Assistance,Purchase of T-jett Teak Wonder Wood,Unidentified Supplier,2499.84,4003.46,2022,6,31.0,1503.62,Agency Services,
yacht_2,Bergen Office,Tromsø,2022-07-01 00:00:00,2022-07-29 00:00:00,Purchasing Assistance,Purchase of Kayaks,Unidentified Supplier,10832.21,16181.85,2022,7,28.0,5349.640000000001,Agency Services,
yacht_2,Bergen Office,Tromsø,2022-07-01 00:00:00,2022-07-30 00:00:00,Fuel - Diesel,Fuel - MA 01 - Svolvaer,Unidentified Supplier,8811.87,9839.78,2022,7,29.0,1027.9099999999999,Bunkering,
yacht_2,Bergen Office,Svolvær,2022-07-01 00:00:00,2022-07-30 00:00:00,Car Rental,Car Rental - July,Unidentified Supplier,1333.46,1299.92,2022,7,29.0,-33.539999999999964,Hospitality,
yacht_2,Bergen Office,Tromsø,2022-07-01 00:00:00,2022-07-30 00:00:00,Custom Clearance,Custom Clearance -70705920000986467 - Benetau - Rudder GR LG620 NM -70705920000986474 - Construction Navale Bordeaux - Cockpit Shower Set -70705920000986887 - Sardinia Yacht Services - Gearbox and Spare Parts -70705920000988348 - Atlantis Marine Power - Activator Assembly,Unidentified Supplier,2445.38,4541.68,2022,7,29.0,2096.3,Agency Services,
yacht_2,Bergen Office,Tromsø,2022-07-01 00:00:00,2022-07-31 00:00:00,Custom Clearance,Custom Clearance - 70705920000995094 Benoil Dour,Unidentified Supplier,245.02,388.62,2022,7,30.0,143.6,Agency Services,
yacht_2,Bergen Office,Tromsø,2022-07-02 00:00:00,2022-07-31 00:00:00,Courier,Transfer of Packages from Tromsö to Lofoten - Express,Unidentified Supplier,18418.37,25980.45,2022,7,29.0,7562.080000000002,Agency Services,
yacht_2,Bergen Office,Tromsø,2022-07-02 00:00:00,2022-08-01 00:00:00,Custom Clearance,Custom Clearance - 70705920000995094 Benoil Dour,Unidentified Supplier,292.56,358.62,2022,7,30.0,66.06,Agency Services,
yacht_2,Bergen Office,Svolvær,2022-07-02 00:00:00,2022-08-01 00:00:00,Technical Assistance,Technical Assistance - Svolvaer - Shipselektro,Unidentified Supplier,52171.75,61029.64,2022,7,30.0,8857.89,Technical Services,
yacht_2,Bergen Office,Svolvær,2022-07-02 00:00:00,2022-08-02 00:00:00,Custom Clearance,Custom Clearance - 882675786744,Unidentified Supplier,534.37,710.33,2022,7,31.0,175.96000000000004,Agency Services,
yacht_2,Bergen Office,Svolvær,2022-07-03 00:00:00,2022-08-01 00:00:00,Purchasing Assistance,Purchase of T-jett Teak Wonder Wood,Unidentified Supplier,2565.12,3515.51,2022,7,29.0,950.3900000000003,Agency Services,
yacht_2,Bergen Office,Tromsø,2022-07-04 00:00:00,2022-08-02 00:00:00,Purchasing Assistance,Purchase of Spare Diaphram,Unidentified Supplier,2589.67,3263.7,2022,7,29.0,674.0299999999997,Agency Services,
yacht_2,Bergen Office,Svolvær,2022-07-04 00:00:00,2022-08-04 00:00:00,Technical Assistance,Technical Assistance - Svolvaer - Shipselektro,Unidentified Supplier,50955.86,59606.05,2022,7,31.0,8650.190000000002,Technical Services,
yacht_2,Bergen Office,Tromsø,2022-08-01 00:00:00,2022-08-30 00:00:00,Car Rental,Rental Car - Tromso,Unidentified Supplier,9670.5,11006.42,2022,8,29.0,1335.92,Hospitality,
yacht_2,Bergen Office,Tromsø,2022-08-01 00:00:00,2022-08-30 00:00:00,Storage & Transport,Loading Service 1 hrs - Skattöra Marina,Unidentified Supplier,1267.15,1443.48,2022,8,29.0,176.32999999999993,Agency Services,
yacht_2,Bergen Office,Svolvær,2022-08-01 00:00:00,2022-08-30 00:00:00,Purchasing Assistance,Purchase of T-jett Teak Wonder Wood,Unidentified Supplier,2616.73,4231.74,2022,8,29.0,1615.0099999999998,Agency Services,
yacht_2,Bergen Office,Svolvær,2022-08-01 00:00:00,2022-08-31 00:00:00,Purchasing Assistance,Purchase of T-jett Teak Wonder Wood,Unidentified Supplier,3238.8,4195.83,2022,8,30.0,957.0299999999997,Agency Services,
yacht_2,Bergen Office,Svolvær,2022-08-01 00:00:00,2022-08-31 00:00:00,Transfer Service,Transfers - July,Unidentified Supplier,3207.77,3546.53,2022,8,30.0,338.7600000000002,Hospitality,
yacht_2,Bergen Office,Svolvær,2022-08-01 00:00:00,2022-08-31 00:00:00,Guide Services,Kayaking Tour,Unidentified Supplier,3485.73,5146.94,2022,8,30.0,1661.2099999999996,Hospitality,
yacht_2,Bergen Office,Svolvær,2022-08-01 00:00:00,2022-08-31 00:00:00,Purchasing Assistance,Purchase of T-jett Teak Wonder Wood,Unidentified Supplier,2978.37,3837.39,2022,8,30.0,859.02,Agency Services,
yacht_2,Bergen Office,Tromsø,2022-08-01 00:00:00,2022-08-31 00:00:00,Port Dues,Port Dues - Tromso,Unidentified Supplier,2667.69,3226.13,2022,8,30.0,558.44,Port Marina,
yacht_2,Bergen Office,Tromsø,2022-08-01 00:00:00,2022-08-31 00:00:00,Technical Assistance,Technical Assistance + Spare Parts to Nessie for layup,Unidentified Supplier,20478.59,28829.73,2022,8,30.0,8351.14,Technical Services,
yacht_2,Bergen Office,Svolvær,2022-08-01 00:00:00,2022-08-31 00:00:00,Technical Assistance,Technical Assistance - Svolvaer - Shipselektro,Unidentified Supplier,44100.07,65438.9,2022,8,30.0,21338.83,Technical Services,
